food_id,food_name,category,serving_size,calories_kcal_est,protein_g_est,carbohydrates_g_est,fat_g_est,fiber_g_est,sugar_g_est,sodium_mg_est,calcium_mg_est,iron_mg_est,vitamin_c_mg_est,vitamin_a_ug_est,vegetarian,vegan,data_type,source_note
FERA01180,Sapota,Fruits,200 g/ml,133.1,2.22,33.29,0.67,5.55,11.65,77.7,55.5,1.33,26.6,44.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01181,Dragon fruit,Fruits,25 g/ml,14.8,0.25,3.71,0.07,0.62,1.3,8.6,6.2,0.15,3,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01182,Dragon fruit,Fruits,50 g/ml,29.6,0.49,7.41,0.15,1.24,2.59,17.3,12.4,0.3,5.9,9.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01183,Dragon fruit,Fruits,100 g/ml,59.3,0.99,14.82,0.3,2.47,5.19,34.6,24.7,0.59,11.9,19.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01184,Dragon fruit,Fruits,150 g/ml,88.9,1.48,22.24,0.44,3.71,7.78,51.9,37.1,0.89,17.8,29.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01185,Dragon fruit,Fruits,200 g/ml,118.6,1.98,29.65,0.59,4.94,10.38,69.2,49.4,1.19,23.7,39.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01186,Passion fruit,Fruits,25 g/ml,16.5,0.28,4.13,0.08,0.69,1.45,9.6,6.9,0.17,3.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01187,Passion fruit,Fruits,50 g/ml,33.1,0.55,8.27,0.17,1.38,2.89,19.3,13.8,0.33,6.6,11,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01188,Passion fruit,Fruits,100 g/ml,66.2,1.1,16.54,0.33,2.76,5.79,38.6,27.6,0.66,13.2,22.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01189,Passion fruit,Fruits,150 g/ml,99.2,1.65,24.81,0.5,4.13,8.68,57.9,41.3,0.99,19.8,33.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01190,Passion fruit,Fruits,200 g/ml,132.3,2.21,33.08,0.66,5.51,11.58,77.2,55.1,1.32,26.5,44.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01191,Lychee,Fruits,25 g/ml,12.4,0.21,3.1,0.06,0.52,1.08,7.2,5.2,0.12,2.5,4.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01192,Lychee,Fruits,50 g/ml,24.8,0.41,6.2,0.12,1.03,2.17,14.5,10.3,0.25,5,8.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01193,Lychee,Fruits,100 g/ml,49.6,0.83,12.4,0.25,2.07,4.34,28.9,20.7,0.5,9.9,16.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01194,Lychee,Fruits,150 g/ml,74.4,1.24,18.59,0.37,3.1,6.51,43.4,31,0.74,14.9,24.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01195,Lychee,Fruits,200 g/ml,99.2,1.65,24.79,0.5,4.13,8.68,57.8,41.3,0.99,19.8,33.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01196,Star fruit,Fruits,25 g/ml,12.9,0.21,3.22,0.06,0.54,1.13,7.5,5.4,0.13,2.6,4.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01197,Star fruit,Fruits,50 g/ml,25.8,0.43,6.44,0.13,1.07,2.26,15,10.7,0.26,5.2,8.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01198,Star fruit,Fruits,100 g/ml,51.6,0.86,12.89,0.26,2.15,4.51,30.1,21.5,0.52,10.3,17.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01199,Star fruit,Fruits,150 g/ml,77.3,1.29,19.33,0.39,3.22,6.77,45.1,32.2,0.77,15.5,25.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01200,Star fruit,Fruits,200 g/ml,103.1,1.72,25.78,0.52,4.3,9.02,60.2,43,1.03,20.6,34.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01201,Indian gooseberry,Fruits,25 g/ml,16.8,0.28,4.19,0.08,0.7,1.47,9.8,7,0.17,3.4,5.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01202,Indian gooseberry,Fruits,50 g/ml,33.6,0.56,8.39,0.17,1.4,2.94,19.6,14,0.34,6.7,11.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01203,Indian gooseberry,Fruits,100 g/ml,67.1,1.12,16.78,0.34,2.8,5.87,39.2,28,0.67,13.4,22.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01204,Indian gooseberry,Fruits,150 g/ml,100.7,1.68,25.17,0.5,4.19,8.81,58.7,41.9,1.01,20.1,33.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01205,Indian gooseberry,Fruits,200 g/ml,134.2,2.24,33.56,0.67,5.59,11.75,78.3,55.9,1.34,26.8,44.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01206,Wood apple,Fruits,25 g/ml,16.6,0.28,4.15,0.08,0.69,1.45,9.7,6.9,0.17,3.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01207,Wood apple,Fruits,50 g/ml,33.2,0.55,8.3,0.17,1.38,2.91,19.4,13.8,0.33,6.6,11.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01208,Wood apple,Fruits,100 g/ml,66.4,1.11,16.6,0.33,2.77,5.81,38.7,27.7,0.66,13.3,22.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01209,Wood apple,Fruits,150 g/ml,99.6,1.66,24.9,0.5,4.15,8.72,58.1,41.5,1,19.9,33.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01210,Wood apple,Fruits,200 g/ml,132.8,2.21,33.21,0.66,5.53,11.62,77.5,55.3,1.33,26.6,44.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01211,Bael,Fruits,25 g/ml,13.6,0.23,3.39,0.07,0.56,1.19,7.9,5.6,0.14,2.7,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01212,Bael,Fruits,50 g/ml,27.1,0.45,6.78,0.14,1.13,2.37,15.8,11.3,0.27,5.4,9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01213,Bael,Fruits,100 g/ml,54.2,0.9,13.56,0.27,2.26,4.74,31.6,22.6,0.54,10.8,18.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01214,Bael,Fruits,150 g/ml,81.3,1.36,20.33,0.41,3.39,7.12,47.4,33.9,0.81,16.3,27.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01215,Bael,Fruits,200 g/ml,108.5,1.81,27.11,0.54,4.52,9.49,63.3,45.2,1.08,21.7,36.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01216,Chikoo,Fruits,25 g/ml,15.2,0.25,3.79,0.08,0.63,1.33,8.8,6.3,0.15,3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01217,Chikoo,Fruits,50 g/ml,30.3,0.51,7.58,0.15,1.26,2.65,17.7,12.6,0.3,6.1,10.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01218,Chikoo,Fruits,100 g/ml,60.7,1.01,15.17,0.3,2.53,5.31,35.4,25.3,0.61,12.1,20.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01219,Chikoo,Fruits,150 g/ml,91,1.52,22.75,0.45,3.79,7.96,53.1,37.9,0.91,18.2,30.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01220,Chikoo,Fruits,200 g/ml,121.3,2.02,30.33,0.61,5.06,10.62,70.8,50.6,1.21,24.3,40.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01221,Kokum,Fruits,25 g/ml,15.6,0.26,3.89,0.08,0.65,1.36,9.1,6.5,0.16,3.1,5.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01222,Kokum,Fruits,50 g/ml,31.1,0.52,7.79,0.16,1.3,2.73,18.2,13,0.31,6.2,10.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01223,Kokum,Fruits,100 g/ml,62.3,1.04,15.57,0.31,2.6,5.45,36.3,26,0.62,12.5,20.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01224,Kokum,Fruits,150 g/ml,93.4,1.56,23.36,0.47,3.89,8.18,54.5,38.9,0.93,18.7,31.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01225,Kokum,Fruits,200 g/ml,124.6,2.08,31.14,0.62,5.19,10.9,72.7,51.9,1.25,24.9,41.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01226,Tamarind,Fruits,25 g/ml,17,0.28,4.25,0.08,0.71,1.49,9.9,7.1,0.17,3.4,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01227,Tamarind,Fruits,50 g/ml,34,0.57,8.49,0.17,1.42,2.97,19.8,14.2,0.34,6.8,11.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01228,Tamarind,Fruits,100 g/ml,67.9,1.13,16.99,0.34,2.83,5.95,39.6,28.3,0.68,13.6,22.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01229,Tamarind,Fruits,150 g/ml,101.9,1.7,25.48,0.51,4.25,8.92,59.5,42.5,1.02,20.4,34,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01230,Tamarind,Fruits,200 g/ml,135.9,2.26,33.97,0.68,5.66,11.89,79.3,56.6,1.36,27.2,45.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01231,Mulberry,Fruits,25 g/ml,15.6,0.26,3.89,0.08,0.65,1.36,9.1,6.5,0.16,3.1,5.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01232,Mulberry,Fruits,50 g/ml,31.1,0.52,7.78,0.16,1.3,2.72,18.1,13,0.31,6.2,10.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01233,Mulberry,Fruits,100 g/ml,62.2,1.04,15.56,0.31,2.59,5.44,36.3,25.9,0.62,12.4,20.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01234,Mulberry,Fruits,150 g/ml,93.3,1.56,23.34,0.47,3.89,8.17,54.4,38.9,0.93,18.7,31.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01235,Mulberry,Fruits,200 g/ml,124.5,2.07,31.11,0.62,5.19,10.89,72.6,51.9,1.24,24.9,41.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01236,Persimmon,Fruits,25 g/ml,14.5,0.24,3.63,0.07,0.61,1.27,8.5,6.1,0.15,2.9,4.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01237,Persimmon,Fruits,50 g/ml,29.1,0.48,7.26,0.15,1.21,2.54,16.9,12.1,0.29,5.8,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01238,Persimmon,Fruits,100 g/ml,58.1,0.97,14.53,0.29,2.42,5.08,33.9,24.2,0.58,11.6,19.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01239,Persimmon,Fruits,150 g/ml,87.2,1.45,21.79,0.44,3.63,7.63,50.8,36.3,0.87,17.4,29.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01240,Persimmon,Fruits,200 g/ml,116.2,1.94,29.06,0.58,4.84,10.17,67.8,48.4,1.16,23.2,38.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01241,Cranberry,Fruits,25 g/ml,14.3,0.24,3.58,0.07,0.6,1.25,8.4,6,0.14,2.9,4.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01242,Cranberry,Fruits,50 g/ml,28.6,0.48,7.16,0.14,1.19,2.51,16.7,11.9,0.29,5.7,9.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01243,Cranberry,Fruits,100 g/ml,57.3,0.95,14.32,0.29,2.39,5.01,33.4,23.9,0.57,11.5,19.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01244,Cranberry,Fruits,150 g/ml,85.9,1.43,21.48,0.43,3.58,7.52,50.1,35.8,0.86,17.2,28.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01245,Cranberry,Fruits,200 g/ml,114.6,1.91,28.64,0.57,4.77,10.02,66.8,47.7,1.15,22.9,38.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01246,Almonds,Nuts & Seeds,25 g/ml,138.7,4.38,4.87,11.19,2.19,1.7,38.9,19.5,0.15,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01247,Almonds,Nuts & Seeds,50 g/ml,277.4,8.76,9.73,22.39,4.38,3.41,77.9,38.9,0.29,0.5,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01248,Almonds,Nuts & Seeds,100 g/ml,554.8,17.52,19.47,44.77,8.76,6.81,155.7,77.9,0.58,1,19.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01249,Almonds,Nuts & Seeds,150 g/ml,832.2,26.28,29.2,67.16,13.14,10.22,233.6,116.8,0.88,1.5,29.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01250,Almonds,Nuts & Seeds,200 g/ml,1109.6,35.04,38.93,89.55,17.52,13.63,311.5,155.7,1.17,1.9,38.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01251,Cashews,Nuts & Seeds,25 g/ml,150.3,4.75,5.27,12.13,2.37,1.85,42.2,21.1,0.16,0.3,5.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01252,Cashews,Nuts & Seeds,50 g/ml,300.6,9.49,10.55,24.26,4.75,3.69,84.4,42.2,0.32,0.5,10.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01253,Cashews,Nuts & Seeds,100 g/ml,601.2,18.98,21.09,48.52,9.49,7.38,168.8,84.4,0.63,1.1,21.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01254,Cashews,Nuts & Seeds,150 g/ml,901.8,28.48,31.64,72.77,14.24,11.07,253.1,126.6,0.95,1.6,31.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01255,Cashews,Nuts & Seeds,200 g/ml,1202.4,37.97,42.19,97.03,18.98,14.77,337.5,168.8,1.27,2.1,42.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01256,Walnuts,Nuts & Seeds,25 g/ml,161.4,5.1,5.66,13.02,2.55,1.98,45.3,22.6,0.17,0.3,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01257,Walnuts,Nuts & Seeds,50 g/ml,322.7,10.19,11.32,26.04,5.1,3.96,90.6,45.3,0.34,0.6,11.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01258,Walnuts,Nuts & Seeds,100 g/ml,645.4,20.38,22.65,52.09,10.19,7.93,181.2,90.6,0.68,1.1,22.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA01259,Walnuts,Nuts & Seeds,150 g/ml,968.1,30.57,33.97,78.13,15.29,11.89,271.8,135.9,1.02,1.7,34,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
